Time Period,Date,Pais,Unidad,GC,Amount,Price,Ofertada (O)/Casada (C),Tipología de Oferta,Unnamed: 9
1.0,20/05/2025,MI,,C,"6,6","1.500,00",O,S,
1.0,20/05/2025,MI,,C,"168,6","1.500,00",O,S,
1.0,20/05/2025,MI,,C,"408,7","1.500,00",O,S,
1.0,20/05/2025,MI,,C,"0,1","800,00",O,S,
1.0,20/05/2025,MI,,C,"0,1","700,05",O,S,
1.0,20/05/2025,MI,,C,"9,3","550,00",O,S,
1.0,20/05/2025,MI,,C,"1,1","550,00",O,S,
1.0,20/05/2025,MI,,C,"4,2","550,00",O,S,
1.0,20/05/2025,MI,,C,"1,3","550,00",O,S,
1.0,20/05/2025,MI,,C,"0,7","550,00",O,S,
1.0,20/05/2025,MI,,C,"4,0","550,00",O,S,
1.0,20/05/2025,MI,,C,"1,8","550,00",O,S,
1.0,20/05/2025,MI,,C,"0,7","550,00",O,S,
1.0,20/05/2025,MI,,C,"1.972,2","501,00",O,S,
1.0,20/05/2025,MI,,C,"239,5","501,00",O,S,
1.0,20/05/2025,MI,,C,"26,0","501,00",O,S,
1.0,20/05/2025,MI,,C,"0,1","500,00",O,S,
1.0,20/05/2025,MI,,C,"89,7","500,00",O,S,
1.0,20/05/2025,MI,,C,"530,6","500,00",O,S,
1.0,20/05/2025,MI,,C,"0,1","500,00",O,S,
1.0,20/05/2025,MI,,C,"25,4","500,00",O,S,
1.0,20/05/2025,MI,,C,"266,6","500,00",O,S,
1.0,20/05/2025,MI,,C,"14,0","500,00",O,S,
1.0,20/05/2025,MI,,C,"0,1","500,00",O,S,
1.0,20/05/2025,MI,,C,"849,4","500,00",O,S,
1.0,20/05/2025,MI,,C,"212,2","500,00",O,S,
1.0,20/05/2025,MI,,C,"375,6","500,00",O,S,
1.0,20/05/2025,MI,,C,"40,4","466,30",O,S,
1.0,20/05/2025,MI,,C,"0,1","466,30",O,S,
1.0,20/05/2025,MI,,C,"0,3","466,30",O,S,
