Time Period,Date,Pais,Unidad,GC,Amount,Price,Ofertada (O)/Casada (C),Tipología de Oferta,Unnamed: 9
1.0,09/06/2025,MI,,C,"7,2","1.500,00",O,S,
1.0,09/06/2025,MI,,C,"170,9","1.500,00",O,S,
1.0,09/06/2025,MI,,C,"379,3","1.500,00",O,S,
1.0,09/06/2025,MI,,C,"0,1","800,00",O,S,
1.0,09/06/2025,MI,,C,"0,1","700,05",O,S,
1.0,09/06/2025,MI,,C,"240,5","501,00",O,S,
1.0,09/06/2025,MI,,C,"21,7","501,00",O,S,
1.0,09/06/2025,MI,,C,"1.829,8","501,00",O,S,
1.0,09/06/2025,MI,,C,"247,9","500,00",O,S,
1.0,09/06/2025,MI,,C,"15,2","500,00",O,S,
1.0,09/06/2025,MI,,C,"220,8","500,00",O,S,
1.0,09/06/2025,MI,,C,"792,4","500,00",O,S,
1.0,09/06/2025,MI,,C,"0,1","500,00",O,S,
1.0,09/06/2025,MI,,C,"0,1","500,00",O,S,
1.0,09/06/2025,MI,,C,"23,9","500,00",O,S,
1.0,09/06/2025,MI,,C,"337,3","500,00",O,S,
1.0,09/06/2025,MI,,C,"0,1","500,00",O,S,
1.0,09/06/2025,MI,,C,"583,0","500,00",O,S,
1.0,09/06/2025,MI,,C,"90,7","500,00",O,S,
1.0,09/06/2025,MI,,C,"40,4","466,30",O,S,
1.0,09/06/2025,MI,,C,"0,3","466,30",O,S,
1.0,09/06/2025,MI,,C,"38,6","451,00",O,S,
1.0,09/06/2025,MI,,C,"3,1","451,00",O,S,
1.0,09/06/2025,MI,,C,"134,7","451,00",O,S,
1.0,09/06/2025,MI,,C,"92,7","450,00",O,S,
1.0,09/06/2025,MI,,C,"715,2","450,00",O,S,
1.0,09/06/2025,MI,,C,"17,6","449,00",O,S,
1.0,09/06/2025,MI,,C,"57,4","402,00",O,S,
1.0,09/06/2025,MI,,C,"4,2","402,00",O,S,
1.0,09/06/2025,MI,,C,"0,1","400,00",O,S,
1.0,09/06/2025,MI,,C,"66,8","400,00",O,S,
1.0,09/06/2025,MI,,C,"18,3","400,00",O,S,
1.0,09/06/2025,MI,,C,"1,1","400,00",O,S,
1.0,09/06/2025,MI,,C,"56,5","400,00",O,S,
1.0,09/06/2025,MI,,C,"4,7","400,00",O,S,
1.0,09/06/2025,MI,,C,"6,3","400,00",O,S,
