Time Period,Date,Pais,Unidad,GC,Amount,Price,Ofertada (O)/Casada (C),Tipología de Oferta,Unnamed: 9
1.0,12/07/2025,MI,,C,6.8,1500.0,O,S,
1.0,12/07/2025,MI,,C,233.5,1500.0,O,S,
1.0,12/07/2025,MI,,C,509.9,1500.0,O,S,
1.0,12/07/2025,MI,,C,0.1,800.0,O,S,
1.0,12/07/2025,MI,,C,0.1,700.05,O,S,
1.0,12/07/2025,MI,,C,2191.2,501.0,O,S,
1.0,12/07/2025,MI,,C,30.0,501.0,O,S,
1.0,12/07/2025,MI,,C,319.8,501.0,O,S,
1.0,12/07/2025,MI,,C,18.2,500.0,O,S,
1.0,12/07/2025,MI,,C,0.1,500.0,O,S,
1.0,12/07/2025,MI,,C,0.1,500.0,O,S,
1.0,12/07/2025,MI,,C,37.4,500.0,O,S,
1.0,12/07/2025,MI,,C,68.7,500.0,O,S,
1.0,12/07/2025,MI,,C,340.3,500.0,O,S,
1.0,12/07/2025,MI,,C,811.7,500.0,O,S,
1.0,12/07/2025,MI,,C,787.2,500.0,O,S,
1.0,12/07/2025,MI,,C,138.3,500.0,O,S,
1.0,12/07/2025,MI,,C,372.4,500.0,O,S,
1.0,12/07/2025,MI,,C,25.3,500.0,O,S,
1.0,12/07/2025,MI,,C,10.7,500.0,O,S,
1.0,12/07/2025,MI,,C,943.2,500.0,O,S,
1.0,12/07/2025,MI,,C,40.4,466.3,O,S,
1.0,12/07/2025,MI,,C,0.3,466.3,O,S,
1.0,12/07/2025,MI,,C,0.1,466.3,O,S,
1.0,12/07/2025,MI,,C,6.3,451.0,O,S,
1.0,12/07/2025,MI,,C,38.6,451.0,O,S,
1.0,12/07/2025,MI,,C,134.7,451.0,O,S,
1.0,12/07/2025,MI,,C,188.3,450.0,O,S,
1.0,12/07/2025,MI,,C,915.5,450.0,O,S,
1.0,12/07/2025,MI,,C,17.9,449.0,O,S,
1.0,12/07/2025,MI,,C,7.5,431.23,O,S,
1.0,12/07/2025,MI,,C,66.8,402.0,O,S,
1.0,12/07/2025,MI,,C,28.6,402.0,O,S,
1.0,12/07/2025,MI,,C,44.0,400.0,O,S,
1.0,12/07/2025,MI,,C,17.3,400.0,O,S,
1.0,12/07/2025,MI,,C,1690.3,400.0,O,S,
1.0,12/07/2025,MI,,C,5.7,400.0,O,S,
1.0,12/07/2025,MI,,C,92.3,400.0,O,S,
1.0,12/07/2025,MI,,C,20.5,400.0,O,S,
1.0,12/07/2025,MI,,C,593.8,400.0,O,S,
1.0,12/07/2025,MI,,C,5.3,400.0,O,S,
1.0,12/07/2025,MI,,C,74.2,400.0,O,S,
1.0,12/07/2025,MI,,C,2.7,400.0,O,S,
1.0,12/07/2025,MI,,C,1.3,400.0,O,S,
1.0,12/07/2025,MI,,C,7.8,400.0,O,S,
1.0,12/07/2025,MI,,C,16.4,400.0,O,S,
1.0,12/07/2025,MI,,C,34.9,400.0,O,S,
1.0,12/07/2025,MI,,C,1.8,400.0,O,S,
1.0,12/07/2025,MI,,C,370.0,350.0,O,S,
1.0,12/07/2025,MI,,C,494.9,350.0,O,S,
1.0,12/07/2025,MI,,C,0.6,350.0,O,S,
1.0,12/07/2025,MI,,C,1.3,350.0,O,S,
1.0,12/07/2025,MI,,C,0.5,321.74,O,S,
1.0,12/07/2025,MI,,C,82.7,321.74,O,S,
1.0,12/07/2025,MI,,C,7.3,304.08,O,S,
1.0,12/07/2025,MI,,C,1.5,302.0,O,S,
1.0,12/07/2025,MI,,C,40.2,302.0,O,S,
1.0,12/07/2025,MI,,C,9.8,302.0,O,S,
1.0,12/07/2025,MI,,C,2.1,301.0,O,S,
1.0,12/07/2025,MI,,C,27.5,300.3,O,S,
1.0,12/07/2025,MI,,C,0.2,300.3,O,S,
1.0,12/07/2025,MI,,C,0.1,300.3,O,S,
1.0,12/07/2025,MI,,C,0.2,300.03,O,S,
1.0,12/07/2025,MI,,C,12.4,300.03,O,S,
1.0,12/07/2025,MI,,C,7.5,300.03,O,S,
1.0,12/07/2025,MI,,C,2.7,300.03,O,S,
1.0,12/07/2025,MI,,C,10.8,300.03,O,S,
1.0,12/07/2025,MI,,C,2.4,300.03,O,S,
1.0,12/07/2025,MI,,C,31.6,300.03,O,S,
1.0,12/07/2025,MI,,C,1.2,300.03,O,S,
1.0,12/07/2025,MI,,C,3.8,300.03,O,S,
1.0,12/07/2025,MI,,C,3.7,300.03,O,S,
1.0,12/07/2025,MI,,C,0.2,300.03,O,S,
1.0,12/07/2025,MI,,C,307.2,300.0,O,S,
1.0,12/07/2025,MI,,C,83.0,300.0,O,S,
1.0,12/07/2025,MI,,C,38.8,300.0,O,S,
1.0,12/07/2025,MI,,C,0.1,300.0,O,S,
1.0,12/07/2025,MI,,C,0.1,300.0,O,S,
1.0,12/07/2025,MI,,C,1.6,300.0,O,S,
1.0,12/07/2025,MI,,C,9.9,300.0,O,S,
1.0,12/07/2025,MI,,C,154.7,300.0,O,S,
1.0,12/07/2025,MI,,C,1.8,300.0,O,S,
1.0,12/07/2025,MI,,C,45.8,300.0,O,S,
