Time Period,Date,Pais,Unidad,GC,Amount,Price,Ofertada (O)/Casada (C),Tipología de Oferta,Unnamed: 9
1.0,22/04/2025,MI,,C,183.2,1500.0,O,S,
1.0,22/04/2025,MI,,C,397.0,1500.0,O,S,
1.0,22/04/2025,MI,,C,7.2,1500.0,O,S,
1.0,22/04/2025,MI,,C,0.1,800.0,O,S,
1.0,22/04/2025,MI,,C,0.1,700.05,O,S,
1.0,22/04/2025,MI,,C,230.9,501.0,O,S,
1.0,22/04/2025,MI,,C,2027.3,501.0,O,S,
1.0,22/04/2025,MI,,C,26.8,501.0,O,S,
1.0,22/04/2025,MI,,C,0.1,500.0,O,S,
1.0,22/04/2025,MI,,C,215.7,500.0,O,S,
1.0,22/04/2025,MI,,C,193.6,500.0,O,S,
1.0,22/04/2025,MI,,C,20.3,500.0,O,S,
1.0,22/04/2025,MI,,C,335.3,500.0,O,S,
1.0,22/04/2025,MI,,C,616.7,500.0,O,S,
1.0,22/04/2025,MI,,C,89.1,500.0,O,S,
1.0,22/04/2025,MI,,C,747.0,500.0,O,S,
1.0,22/04/2025,MI,,C,29.1,500.0,O,S,
1.0,22/04/2025,MI,,C,7.1,500.0,O,S,
1.0,22/04/2025,MI,,C,0.1,500.0,O,S,
1.0,22/04/2025,MI,,C,0.1,500.0,O,S,
1.0,22/04/2025,MI,,C,0.3,466.3,O,S,
1.0,22/04/2025,MI,,C,40.4,466.3,O,S,
1.0,22/04/2025,MI,,C,0.1,466.3,O,S,
1.0,22/04/2025,MI,,C,38.6,451.0,O,S,
1.0,22/04/2025,MI,,C,7.1,451.0,O,S,
1.0,22/04/2025,MI,,C,134.7,451.0,O,S,
1.0,22/04/2025,MI,,C,659.6,450.0,O,S,
1.0,22/04/2025,MI,,C,102.9,450.0,O,S,
1.0,22/04/2025,MI,,C,18.6,449.0,O,S,
1.0,22/04/2025,MI,,C,5.8,419.38,O,S,
1.0,22/04/2025,MI,,C,3.4,402.0,O,S,
1.0,22/04/2025,MI,,C,4.6,402.0,O,S,
1.0,22/04/2025,MI,,C,32.8,402.0,O,S,
1.0,22/04/2025,MI,,C,8.4,402.0,O,S,
1.0,22/04/2025,MI,,C,53.9,402.0,O,S,
1.0,22/04/2025,MI,,C,3.1,400.0,O,S,
1.0,22/04/2025,MI,,C,6.3,400.0,O,S,
1.0,22/04/2025,MI,,C,66.4,400.0,O,S,
1.0,22/04/2025,MI,,C,79.1,400.0,O,S,
1.0,22/04/2025,MI,,C,383.7,400.0,O,S,
1.0,22/04/2025,MI,,C,0.8,400.0,O,S,
1.0,22/04/2025,MI,,C,2.2,400.0,O,S,
1.0,22/04/2025,MI,,C,21.2,400.0,O,S,
1.0,22/04/2025,MI,,C,0.9,400.0,O,S,
1.0,22/04/2025,MI,,C,7.8,400.0,O,S,
1.0,22/04/2025,MI,,C,27.0,400.0,O,S,
1.0,22/04/2025,MI,,C,7.4,400.0,O,S,
1.0,22/04/2025,MI,,C,3.5,400.0,O,S,
1.0,22/04/2025,MI,,C,87.0,400.0,O,S,
1.0,22/04/2025,MI,,C,17.1,400.0,O,S,
1.0,22/04/2025,MI,,C,1277.6,400.0,O,S,
1.0,22/04/2025,MI,,C,1.1,400.0,O,S,
1.0,22/04/2025,MI,,C,44.8,400.0,O,S,
1.0,22/04/2025,MI,,C,46.9,400.0,O,S,
1.0,22/04/2025,MI,,C,72.9,400.0,O,S,
1.0,22/04/2025,MI,,C,1.8,400.0,O,S,
1.0,22/04/2025,MI,,C,5.3,400.0,O,S,
1.0,22/04/2025,MI,,C,19.5,400.0,O,S,
1.0,22/04/2025,MI,,C,6.3,400.0,O,S,
1.0,22/04/2025,MI,,C,44.3,400.0,O,S,
1.0,22/04/2025,MI,,C,1.4,400.0,O,S,
1.0,22/04/2025,MI,,C,1.3,350.0,O,S,
