Time Period,Date,Pais,Unidad,GC,Amount,Price,Ofertada (O)/Casada (C),Tipología de Oferta,Unnamed: 9
1.0,26/04/2025,MI,,C,187.0,1500.0,O,S,
1.0,26/04/2025,MI,,C,7.0,1500.0,O,S,
1.0,26/04/2025,MI,,C,377.7,1500.0,O,S,
1.0,26/04/2025,MI,,C,0.1,800.0,O,S,
1.0,26/04/2025,MI,,C,0.1,700.05,O,S,
1.0,26/04/2025,MI,,C,23.2,501.0,O,S,
1.0,26/04/2025,MI,,C,1883.4,501.0,O,S,
1.0,26/04/2025,MI,,C,255.8,501.0,O,S,
1.0,26/04/2025,MI,,C,29.3,500.0,O,S,
1.0,26/04/2025,MI,,C,10.0,500.0,O,S,
1.0,26/04/2025,MI,,C,202.0,500.0,O,S,
1.0,26/04/2025,MI,,C,0.1,500.0,O,S,
1.0,26/04/2025,MI,,C,89.1,500.0,O,S,
1.0,26/04/2025,MI,,C,0.1,500.0,O,S,
1.0,26/04/2025,MI,,C,807.4,500.0,O,S,
1.0,26/04/2025,MI,,C,7.1,500.0,O,S,
1.0,26/04/2025,MI,,C,175.2,500.0,O,S,
1.0,26/04/2025,MI,,C,0.1,500.0,O,S,
1.0,26/04/2025,MI,,C,312.7,500.0,O,S,
1.0,26/04/2025,MI,,C,597.9,500.0,O,S,
1.0,26/04/2025,MI,,C,0.3,466.3,O,S,
1.0,26/04/2025,MI,,C,40.4,466.3,O,S,
1.0,26/04/2025,MI,,C,0.1,466.3,O,S,
1.0,26/04/2025,MI,,C,38.6,451.0,O,S,
1.0,26/04/2025,MI,,C,3.1,451.0,O,S,
1.0,26/04/2025,MI,,C,134.7,451.0,O,S,
1.0,26/04/2025,MI,,C,729.5,450.0,O,S,
1.0,26/04/2025,MI,,C,88.3,450.0,O,S,
1.0,26/04/2025,MI,,C,18.6,449.0,O,S,
1.0,26/04/2025,MI,,C,10.0,402.0,O,S,
1.0,26/04/2025,MI,,C,4.6,402.0,O,S,
1.0,26/04/2025,MI,,C,12.8,402.0,O,S,
1.0,26/04/2025,MI,,C,54.1,402.0,O,S,
1.0,26/04/2025,MI,,C,35.0,402.0,O,S,
1.0,26/04/2025,MI,,C,6.3,400.0,O,S,
1.0,26/04/2025,MI,,C,0.3,400.0,O,S,
1.0,26/04/2025,MI,,C,8.3,400.0,O,S,
1.0,26/04/2025,MI,,C,16.0,400.0,O,S,
1.0,26/04/2025,MI,,C,78.7,400.0,O,S,
1.0,26/04/2025,MI,,C,4.4,400.0,O,S,
1.0,26/04/2025,MI,,C,3.1,400.0,O,S,
1.0,26/04/2025,MI,,C,41.6,400.0,O,S,
1.0,26/04/2025,MI,,C,1.3,400.0,O,S,
1.0,26/04/2025,MI,,C,6.6,400.0,O,S,
1.0,26/04/2025,MI,,C,2.1,400.0,O,S,
1.0,26/04/2025,MI,,C,2.3,400.0,O,S,
1.0,26/04/2025,MI,,C,21.4,400.0,O,S,
1.0,26/04/2025,MI,,C,74.6,400.0,O,S,
1.0,26/04/2025,MI,,C,36.5,400.0,O,S,
1.0,26/04/2025,MI,,C,3.1,400.0,O,S,
1.0,26/04/2025,MI,,C,0.6,400.0,O,S,
1.0,26/04/2025,MI,,C,1.8,400.0,O,S,
1.0,26/04/2025,MI,,C,0.8,400.0,O,S,
1.0,26/04/2025,MI,,C,17.1,400.0,O,S,
1.0,26/04/2025,MI,,C,1064.0,400.0,O,S,
1.0,26/04/2025,MI,,C,383.3,400.0,O,S,
1.0,26/04/2025,MI,,C,62.3,400.0,O,S,
1.0,26/04/2025,MI,,C,27.0,400.0,O,S,
1.0,26/04/2025,MI,,C,67.7,400.0,O,S,
1.0,26/04/2025,MI,,C,41.6,400.0,O,S,
1.0,26/04/2025,MI,,C,0.8,350.0,O,S,
1.0,26/04/2025,MI,,C,51.8,350.0,O,S,
