Time Period,Date,Pais,Unidad,GC,Amount,Price,Ofertada (O)/Casada (C),Tipología de Oferta,Unnamed: 9
1.0,10/05/2025,MI,,C,303.5,1500.0,O,S,
1.0,10/05/2025,MI,,C,7.2,1500.0,O,S,
1.0,10/05/2025,MI,,C,180.7,1500.0,O,S,
1.0,10/05/2025,MI,,C,0.1,800.0,O,S,
1.0,10/05/2025,MI,,C,0.1,700.05,O,S,
1.0,10/05/2025,MI,,C,1958.5,501.0,O,S,
1.0,10/05/2025,MI,,C,22.9,501.0,O,S,
1.0,10/05/2025,MI,,C,249.6,501.0,O,S,
1.0,10/05/2025,MI,,C,360.1,500.0,O,S,
1.0,10/05/2025,MI,,C,828.9,500.0,O,S,
1.0,10/05/2025,MI,,C,89.2,500.0,O,S,
1.0,10/05/2025,MI,,C,273.2,500.0,O,S,
1.0,10/05/2025,MI,,C,570.8,500.0,O,S,
1.0,10/05/2025,MI,,C,15.8,500.0,O,S,
1.0,10/05/2025,MI,,C,31.8,500.0,O,S,
1.0,10/05/2025,MI,,C,0.1,500.0,O,S,
1.0,10/05/2025,MI,,C,17.9,500.0,O,S,
1.0,10/05/2025,MI,,C,21.0,500.0,O,S,
1.0,10/05/2025,MI,,C,0.1,500.0,O,S,
1.0,10/05/2025,MI,,C,0.1,500.0,O,S,
1.0,10/05/2025,MI,,C,172.3,500.0,O,S,
1.0,10/05/2025,MI,,C,40.4,466.3,O,S,
1.0,10/05/2025,MI,,C,0.3,466.3,O,S,
1.0,10/05/2025,MI,,C,0.1,466.3,O,S,
1.0,10/05/2025,MI,,C,6.7,451.0,O,S,
1.0,10/05/2025,MI,,C,134.7,451.0,O,S,
1.0,10/05/2025,MI,,C,38.6,451.0,O,S,
1.0,10/05/2025,MI,,C,808.0,450.0,O,S,
1.0,10/05/2025,MI,,C,143.3,450.0,O,S,
1.0,10/05/2025,MI,,C,17.3,449.0,O,S,
1.0,10/05/2025,MI,,C,15.0,402.0,O,S,
1.0,10/05/2025,MI,,C,48.2,402.0,O,S,
1.0,10/05/2025,MI,,C,27.0,400.0,O,S,
1.0,10/05/2025,MI,,C,40.4,400.0,O,S,
1.0,10/05/2025,MI,,C,53.9,400.0,O,S,
1.0,10/05/2025,MI,,C,19.6,400.0,O,S,
1.0,10/05/2025,MI,,C,67.6,400.0,O,S,
1.0,10/05/2025,MI,,C,6.2,400.0,O,S,
1.0,10/05/2025,MI,,C,3.4,400.0,O,S,
1.0,10/05/2025,MI,,C,1.8,400.0,O,S,
1.0,10/05/2025,MI,,C,7.3,400.0,O,S,
1.0,10/05/2025,MI,,C,1183.2,400.0,O,S,
1.0,10/05/2025,MI,,C,416.4,400.0,O,S,
1.0,10/05/2025,MI,,C,16.7,400.0,O,S,
1.0,10/05/2025,MI,,C,22.2,400.0,O,S,
1.0,10/05/2025,MI,,C,2.3,400.0,O,S,
1.0,10/05/2025,MI,,C,1.3,400.0,O,S,
1.0,10/05/2025,MI,,C,70.4,400.0,O,S,
1.0,10/05/2025,MI,,C,9.9,350.0,O,S,
1.0,10/05/2025,MI,,C,45.6,350.0,O,S,
1.0,10/05/2025,MI,,C,361.6,350.0,O,S,
1.0,10/05/2025,MI,,C,0.8,350.0,O,S,
1.0,10/05/2025,MI,,C,0.6,350.0,O,S,
1.0,10/05/2025,MI,,C,515.5,350.0,O,S,
1.0,10/05/2025,MI,,C,30.0,339.5,O,S,
1.0,10/05/2025,MI,,C,4.3,339.5,O,S,
1.0,10/05/2025,MI,,C,6.3,339.5,O,S,
1.0,10/05/2025,MI,,C,3.4,339.5,O,S,
1.0,10/05/2025,MI,,C,258.8,339.5,O,S,
1.0,10/05/2025,MI,,C,3.1,339.5,O,S,
1.0,10/05/2025,MI,,C,0.6,339.5,O,S,
1.0,10/05/2025,MI,,C,0.8,339.5,O,S,
1.0,10/05/2025,MI,,C,5.6,339.5,O,S,
1.0,10/05/2025,MI,,C,44.6,339.5,O,S,
1.0,10/05/2025,MI,,C,5.9,337.95,O,S,
1.0,10/05/2025,MI,,C,10.4,302.0,O,S,
1.0,10/05/2025,MI,,C,1.2,302.0,O,S,
1.0,10/05/2025,MI,,C,37.8,302.0,O,S,
1.0,10/05/2025,MI,,C,2.4,301.0,O,S,
1.0,10/05/2025,MI,,C,0.1,300.3,O,S,
1.0,10/05/2025,MI,,C,0.1,300.3,O,S,
1.0,10/05/2025,MI,,C,26.0,300.3,O,S,
1.0,10/05/2025,MI,,C,4.2,300.03,O,S,
1.0,10/05/2025,MI,,C,2.7,300.03,O,S,
1.0,10/05/2025,MI,,C,5.2,300.03,O,S,
1.0,10/05/2025,MI,,C,0.8,300.03,O,S,
1.0,10/05/2025,MI,,C,0.2,300.03,O,S,
1.0,10/05/2025,MI,,C,0.2,300.03,O,S,
1.0,10/05/2025,MI,,C,2.1,300.03,O,S,
1.0,10/05/2025,MI,,C,3.8,300.03,O,S,
1.0,10/05/2025,MI,,C,2.1,300.03,O,S,
1.0,10/05/2025,MI,,C,0.1,300.03,O,S,
1.0,10/05/2025,MI,,C,6.6,300.03,O,S,
1.0,10/05/2025,MI,,C,29.3,300.03,O,S,
1.0,10/05/2025,MI,,C,2.5,300.0,O,S,
1.0,10/05/2025,MI,,C,5.7,300.0,O,S,
1.0,10/05/2025,MI,,C,1.1,300.0,O,S,
1.0,10/05/2025,MI,,C,5.9,300.0,O,S,
1.0,10/05/2025,MI,,C,1.3,300.0,O,S,
1.0,10/05/2025,MI,,C,0.3,300.0,O,S,
1.0,10/05/2025,MI,,C,20.4,300.0,O,S,
1.0,10/05/2025,MI,,C,0.2,300.0,O,S,
1.0,10/05/2025,MI,,C,1.0,300.0,O,S,
1.0,10/05/2025,MI,,C,139.7,300.0,O,S,
1.0,10/05/2025,MI,,C,2.0,300.0,O,S,
1.0,10/05/2025,MI,,C,0.2,300.0,O,S,
1.0,10/05/2025,MI,,C,0.6,300.0,O,S,
1.0,10/05/2025,MI,,C,0.6,300.0,O,S,
1.0,10/05/2025,MI,,C,59.9,300.0,O,S,
1.0,10/05/2025,MI,,C,1.5,300.0,O,S,
