Time Period,Date,Pais,Unidad,GC,Amount,Price,Ofertada (O)/Casada (C),Tipología de Oferta,Unnamed: 9
1.0,16/07/2025,MI,,C,6.7,1500.0,O,S,
1.0,16/07/2025,MI,,C,252.8,1500.0,O,S,
1.0,16/07/2025,MI,,C,528.7,1500.0,O,S,
1.0,16/07/2025,MI,,C,0.1,800.0,O,S,
1.0,16/07/2025,MI,,C,2230.6,501.0,O,S,
1.0,16/07/2025,MI,,C,31.9,501.0,O,S,
1.0,16/07/2025,MI,,C,323.5,501.0,O,S,
1.0,16/07/2025,MI,,C,934.6,500.0,O,S,
1.0,16/07/2025,MI,,C,0.1,500.0,O,S,
1.0,16/07/2025,MI,,C,316.0,500.0,O,S,
1.0,16/07/2025,MI,,C,45.7,500.0,O,S,
1.0,16/07/2025,MI,,C,845.9,500.0,O,S,
1.0,16/07/2025,MI,,C,538.9,500.0,O,S,
1.0,16/07/2025,MI,,C,159.0,500.0,O,S,
1.0,16/07/2025,MI,,C,0.1,500.0,O,S,
1.0,16/07/2025,MI,,C,17.8,500.0,O,S,
1.0,16/07/2025,MI,,C,390.5,500.0,O,S,
1.0,16/07/2025,MI,,C,32.6,500.0,O,S,
1.0,16/07/2025,MI,,C,0.1,466.3,O,S,
1.0,16/07/2025,MI,,C,0.3,466.3,O,S,
1.0,16/07/2025,MI,,C,40.4,466.3,O,S,
1.0,16/07/2025,MI,,C,38.6,451.0,O,S,
1.0,16/07/2025,MI,,C,134.7,451.0,O,S,
1.0,16/07/2025,MI,,C,4.8,451.0,O,S,
1.0,16/07/2025,MI,,C,163.0,450.0,O,S,
1.0,16/07/2025,MI,,C,971.7,450.0,O,S,
1.0,16/07/2025,MI,,C,17.9,449.0,O,S,
1.0,16/07/2025,MI,,C,66.6,402.0,O,S,
1.0,16/07/2025,MI,,C,33.1,402.0,O,S,
1.0,16/07/2025,MI,,C,2.7,400.0,O,S,
1.0,16/07/2025,MI,,C,6.8,400.0,O,S,
1.0,16/07/2025,MI,,C,15.8,400.0,O,S,
1.0,16/07/2025,MI,,C,1.3,400.0,O,S,
1.0,16/07/2025,MI,,C,1602.0,400.0,O,S,
1.0,16/07/2025,MI,,C,5.7,400.0,O,S,
1.0,16/07/2025,MI,,C,620.2,400.0,O,S,
1.0,16/07/2025,MI,,C,62.2,400.0,O,S,
1.0,16/07/2025,MI,,C,7.0,400.0,O,S,
1.0,16/07/2025,MI,,C,21.1,400.0,O,S,
1.0,16/07/2025,MI,,C,35.3,400.0,O,S,
1.0,16/07/2025,MI,,C,17.3,400.0,O,S,
1.0,16/07/2025,MI,,C,57.8,400.0,O,S,
1.0,16/07/2025,MI,,C,1.8,400.0,O,S,
1.0,16/07/2025,MI,,C,78.8,400.0,O,S,
1.0,16/07/2025,MI,,C,7.3,387.66,O,S,
1.0,16/07/2025,MI,,C,1.4,350.0,O,S,
1.0,16/07/2025,MI,,C,0.6,350.0,O,S,
1.0,16/07/2025,MI,,C,374.3,350.0,O,S,
1.0,16/07/2025,MI,,C,119.3,310.16,O,S,
1.0,16/07/2025,MI,,C,0.2,310.16,O,S,
1.0,16/07/2025,MI,,C,8.9,302.0,O,S,
1.0,16/07/2025,MI,,C,38.5,302.0,O,S,
1.0,16/07/2025,MI,,C,1.5,302.0,O,S,
1.0,16/07/2025,MI,,C,0.7,301.0,O,S,
1.0,16/07/2025,MI,,C,0.1,300.3,O,S,
1.0,16/07/2025,MI,,C,0.3,300.3,O,S,
1.0,16/07/2025,MI,,C,27.6,300.3,O,S,
1.0,16/07/2025,MI,,C,1.1,300.03,O,S,
1.0,16/07/2025,MI,,C,3.8,300.03,O,S,
1.0,16/07/2025,MI,,C,2.3,300.03,O,S,
1.0,16/07/2025,MI,,C,32.1,300.03,O,S,
1.0,16/07/2025,MI,,C,9.7,300.03,O,S,
1.0,16/07/2025,MI,,C,7.5,300.03,O,S,
1.0,16/07/2025,MI,,C,13.6,300.03,O,S,
1.0,16/07/2025,MI,,C,2.8,300.03,O,S,
1.0,16/07/2025,MI,,C,0.2,300.03,O,S,
1.0,16/07/2025,MI,,C,3.0,300.03,O,S,
1.0,16/07/2025,MI,,C,0.2,300.03,O,S,
1.0,16/07/2025,MI,,C,0.6,300.0,O,S,
1.0,16/07/2025,MI,,C,127.2,300.0,O,S,
1.0,16/07/2025,MI,,C,1.0,300.0,O,S,
1.0,16/07/2025,MI,,C,0.2,300.0,O,S,
1.0,16/07/2025,MI,,C,0.1,300.0,O,S,
1.0,16/07/2025,MI,,C,0.1,300.0,O,S,
1.0,16/07/2025,MI,,C,42.7,300.0,O,S,
1.0,16/07/2025,MI,,C,7.6,300.0,O,S,
1.0,16/07/2025,MI,,C,171.8,300.0,O,S,
1.0,16/07/2025,MI,,C,175.1,300.0,O,S,
1.0,16/07/2025,MI,,C,2.4,300.0,O,S,
1.0,16/07/2025,MI,,C,27.0,300.0,O,S,
1.0,16/07/2025,MI,,C,1.6,300.0,O,S,
1.0,16/07/2025,MI,,C,1.8,300.0,O,S,
1.0,16/07/2025,MI,,C,0.3,300.0,O,S,
1.0,16/07/2025,MI,,C,1.0,300.0,O,S,
