Time Period,Date,Pais,Unidad,GC,Amount,Price,Ofertada (O)/Casada (C),Tipología de Oferta,Unnamed: 9
1.0,05/05/2025,ES,,C,172.2,1500.0,O,S,
1.0,05/05/2025,ES,,C,343.4,1500.0,O,S,
1.0,05/05/2025,ES,,C,7.2,1500.0,O,S,
1.0,05/05/2025,ES,,C,0.1,800.0,O,S,
1.0,05/05/2025,ES,,C,0.1,700.05,O,S,
1.0,05/05/2025,PT,,C,23.9,501.0,O,S,
1.0,05/05/2025,ES,,C,214.6,501.0,O,S,
1.0,05/05/2025,PT,,C,1769.7,501.0,O,S,
1.0,05/05/2025,ES,,C,171.4,500.0,O,S,
1.0,05/05/2025,ES,,C,8.8,500.0,O,S,
1.0,05/05/2025,ES,,C,551.8,500.0,O,S,
1.0,05/05/2025,ES,,C,470.9,500.0,O,S,
1.0,05/05/2025,ES,,C,202.6,500.0,O,S,
1.0,05/05/2025,PT,,C,317.7,500.0,O,S,
1.0,05/05/2025,PT,,C,736.1,500.0,O,S,
1.0,05/05/2025,ES,,C,0.1,500.0,O,S,
1.0,05/05/2025,ES,,C,32.4,500.0,O,S,
1.0,05/05/2025,ES,,C,89.2,500.0,O,S,
1.0,05/05/2025,ES,,C,13.0,500.0,O,S,
1.0,05/05/2025,ES,,C,0.1,500.0,O,S,
1.0,05/05/2025,ES,,C,40.4,466.3,O,S,
1.0,05/05/2025,ES,,C,0.3,466.3,O,S,
1.0,05/05/2025,PT,,C,38.6,451.0,O,S,
1.0,05/05/2025,ES,,C,134.7,451.0,O,S,
1.0,05/05/2025,ES,,C,4.7,451.0,O,S,
1.0,05/05/2025,PT,,C,125.9,450.0,O,S,
1.0,05/05/2025,ES,,C,671.6,450.0,O,S,
1.0,05/05/2025,ES,,C,17.6,449.0,O,S,
1.0,05/05/2025,ES,,C,4.6,402.0,O,S,
1.0,05/05/2025,ES,,C,2.0,402.0,O,S,
1.0,05/05/2025,ES,,C,34.2,402.0,O,S,
1.0,05/05/2025,ES,,C,48.1,402.0,O,S,
1.0,05/05/2025,ES,,C,10.8,402.0,O,S,
1.0,05/05/2025,ES,,C,345.7,400.0,O,S,
1.0,05/05/2025,ES,,C,2.2,400.0,O,S,
1.0,05/05/2025,ES,,C,1019.9,400.0,O,S,
1.0,05/05/2025,ES,,C,85.1,400.0,O,S,
1.0,05/05/2025,ES,,C,27.0,400.0,O,S,
1.0,05/05/2025,ES,,C,1.4,400.0,O,S,
1.0,05/05/2025,ES,,C,5.9,400.0,O,S,
1.0,05/05/2025,ES,,C,16.6,400.0,O,S,
1.0,05/05/2025,PT,,C,1.8,400.0,O,S,
1.0,05/05/2025,PT,,C,56.1,400.0,O,S,
1.0,05/05/2025,PT,,C,6.9,400.0,O,S,
1.0,05/05/2025,PT,,C,2.2,400.0,O,S,
1.0,05/05/2025,ES,,C,5.5,400.0,O,S,
1.0,05/05/2025,PT,,C,37.7,400.0,O,S,
1.0,05/05/2025,ES,,C,35.9,400.0,O,S,
1.0,05/05/2025,ES,,C,0.6,400.0,O,S,
1.0,05/05/2025,ES,,C,4.6,400.0,O,S,
1.0,05/05/2025,ES,,C,68.9,400.0,O,S,
1.0,05/05/2025,ES,,C,18.9,400.0,O,S,
1.0,05/05/2025,ES,,C,35.4,400.0,O,S,
1.0,05/05/2025,ES,,C,6.3,400.0,O,S,
1.0,05/05/2025,ES,,C,5.2,400.0,O,S,
1.0,05/05/2025,ES,,C,20.8,400.0,O,S,
1.0,05/05/2025,ES,,C,1.1,400.0,O,S,
1.0,05/05/2025,ES,,C,17.4,400.0,O,S,
1.0,05/05/2025,ES,,C,3.1,400.0,O,S,
1.0,05/05/2025,ES,,C,471.0,350.0,O,S,
1.0,05/05/2025,PT,,C,362.8,350.0,O,S,
1.0,05/05/2025,ES,,C,51.3,350.0,O,S,
1.0,05/05/2025,ES,,C,0.1,350.0,O,S,
1.0,05/05/2025,ES,,C,0.7,350.0,O,S,
1.0,05/05/2025,ES,,C,0.5,350.0,O,S,
1.0,05/05/2025,ES,,C,5.9,342.24,O,S,
1.0,05/05/2025,ES,,C,1.4,301.0,O,S,
1.0,05/05/2025,ES,,C,0.1,300.3,O,S,
1.0,05/05/2025,ES,,C,0.1,300.3,O,S,
1.0,05/05/2025,ES,,C,6.0,300.03,O,S,
1.0,05/05/2025,ES,,C,2.1,300.03,O,S,
1.0,05/05/2025,ES,,C,2.6,300.03,O,S,
1.0,05/05/2025,ES,,C,0.3,300.03,O,S,
1.0,05/05/2025,ES,,C,27.7,300.03,O,S,
1.0,05/05/2025,ES,,C,0.2,300.03,O,S,
1.0,05/05/2025,ES,,C,0.9,300.03,O,S,
1.0,05/05/2025,PT,,C,1.0,300.03,O,S,
1.0,05/05/2025,ES,,C,3.9,300.03,O,S,
1.0,05/05/2025,ES,,C,1.9,300.03,O,S,
1.0,05/05/2025,PT,,C,5.0,300.03,O,S,
1.0,05/05/2025,ES,,C,23.8,300.03,O,S,
1.0,05/05/2025,ES,,C,0.1,300.03,O,S,
1.0,05/05/2025,PT,,C,26.9,300.0,O,S,
1.0,05/05/2025,PT,,C,0.6,300.0,O,S,
1.0,05/05/2025,PT,,C,0.6,300.0,O,S,
1.0,05/05/2025,PT,,C,73.3,300.0,O,S,
1.0,05/05/2025,ES,,C,5.6,300.0,O,S,
1.0,05/05/2025,ES,,C,119.5,300.0,O,S,
1.0,05/05/2025,ES,,C,130.3,300.0,O,S,
1.0,05/05/2025,ES,,C,2.0,300.0,O,S,
1.0,05/05/2025,ES,,C,3.4,300.0,O,S,
1.0,05/05/2025,ES,,C,0.3,300.0,O,S,
1.0,05/05/2025,ES,,C,25.1,300.0,O,S,
1.0,05/05/2025,ES,,C,1.5,300.0,O,S,
1.0,05/05/2025,ES,,C,0.7,300.0,O,S,
1.0,05/05/2025,ES,,C,0.1,300.0,O,S,
1.0,05/05/2025,ES,,C,0.7,300.0,O,S,
1.0,05/05/2025,ES,,C,0.9,300.0,O,S,
1.0,05/05/2025,ES,,C,38.3,300.0,O,S,
1.0,05/05/2025,ES,,C,0.3,300.0,O,S,
1.0,05/05/2025,ES,,C,1.1,300.0,O,S,
1.0,05/05/2025,ES,,C,10.6,300.0,O,S,
1.0,05/05/2025,ES,,C,4.9,300.0,O,S,
1.0,05/05/2025,ES,,C,164.0,300.0,O,S,
1.0,05/05/2025,ES,,C,9.9,300.0,O,S,
1.0,05/05/2025,ES,,C,2.7,300.0,O,S,
1.0,05/05/2025,ES,,C,6.3,300.0,O,S,
1.0,05/05/2025,ES,,C,0.1,300.0,O,S,
1.0,05/05/2025,ES,,C,1.6,300.0,O,S,
1.0,05/05/2025,ES,,C,1.0,300.0,O,S,
1.0,05/05/2025,ES,,C,121.4,300.0,O,S,
1.0,05/05/2025,ES,,C,1.0,300.0,O,S,
1.0,05/05/2025,ES,,C,51.8,300.0,O,S,
1.0,05/05/2025,ES,,C,30.2,300.0,O,S,
1.0,05/05/2025,ES,,C,2.0,300.0,O,S,
1.0,05/05/2025,ES,,C,4.1,300.0,O,S,
1.0,05/05/2025,ES,,C,228.2,300.0,O,S,
1.0,05/05/2025,ES,,C,31.4,300.0,O,S,
1.0,05/05/2025,ES,,C,1.6,300.0,O,S,
1.0,05/05/2025,ES,,C,1.6,300.0,O,S,
1.0,05/05/2025,ES,,C,12.4,300.0,O,S,
1.0,05/05/2025,ES,,C,64.6,300.0,O,S,
1.0,05/05/2025,ES,,C,0.7,300.0,O,S,
1.0,05/05/2025,ES,,C,0.1,300.0,O,S,
1.0,05/05/2025,ES,,C,0.1,300.0,O,S,
1.0,05/05/2025,ES,,C,0.3,300.0,O,S,
1.0,05/05/2025,ES,,C,0.1,300.0,O,S,
1.0,05/05/2025,ES,,C,0.3,300.0,O,S,
1.0,05/05/2025,PT,,C,2.1,300.0,O,S,
1.0,05/05/2025,ES,,C,73.9,299.0,O,S,
1.0,05/05/2025,ES,,C,1.9,296.95,O,S,
1.0,05/05/2025,ES,,C,1.9,296.95,O,S,
1.0,05/05/2025,ES,,C,1.1,296.95,O,S,
1.0,05/05/2025,ES,,C,5.5,296.95,O,S,
1.0,05/05/2025,ES,,C,11.4,296.95,O,S,
1.0,05/05/2025,ES,,C,1.0,296.95,O,S,
1.0,05/05/2025,ES,,C,7.4,296.95,O,S,
1.0,05/05/2025,ES,,C,1.8,296.95,O,S,
1.0,05/05/2025,ES,,C,0.9,281.0,O,S,
1.0,05/05/2025,ES,,C,2.2,281.0,O,S,
1.0,05/05/2025,ES,,C,0.6,281.0,O,S,
1.0,05/05/2025,ES,,C,616.6,280.0,O,S,
