Time Period,Date,Pais,Unidad,GC,Amount,Price,Ofertada (O)/Casada (C),Tipología de Oferta,Unnamed: 9
1.0,18/07/2025,MI,,C,6.8,1500.0,O,S,
1.0,18/07/2025,MI,,C,255.5,1500.0,O,S,
1.0,18/07/2025,MI,,C,525.8,1500.0,O,S,
1.0,18/07/2025,MI,,C,0.1,800.0,O,S,
1.0,18/07/2025,MI,,C,29.4,501.0,O,S,
1.0,18/07/2025,MI,,C,2160.4,501.0,O,S,
1.0,18/07/2025,MI,,C,348.1,501.0,O,S,
1.0,18/07/2025,MI,,C,0.1,500.0,O,S,
1.0,18/07/2025,MI,,C,962.4,500.0,O,S,
1.0,18/07/2025,MI,,C,160.7,500.0,O,S,
1.0,18/07/2025,MI,,C,0.1,500.0,O,S,
1.0,18/07/2025,MI,,C,337.9,500.0,O,S,
1.0,18/07/2025,MI,,C,26.9,500.0,O,S,
1.0,18/07/2025,MI,,C,850.3,500.0,O,S,
1.0,18/07/2025,MI,,C,305.6,500.0,O,S,
1.0,18/07/2025,MI,,C,16.1,500.0,O,S,
1.0,18/07/2025,MI,,C,400.4,500.0,O,S,
1.0,18/07/2025,MI,,C,45.7,500.0,O,S,
1.0,18/07/2025,MI,,C,0.1,466.3,O,S,
1.0,18/07/2025,MI,,C,40.4,466.3,O,S,
1.0,18/07/2025,MI,,C,0.3,466.3,O,S,
1.0,18/07/2025,MI,,C,38.6,451.0,O,S,
1.0,18/07/2025,MI,,C,134.7,451.0,O,S,
1.0,18/07/2025,MI,,C,4.3,451.0,O,S,
1.0,18/07/2025,MI,,C,1020.9,450.0,O,S,
1.0,18/07/2025,MI,,C,192.4,450.0,O,S,
1.0,18/07/2025,MI,,C,17.9,449.0,O,S,
1.0,18/07/2025,MI,,C,66.7,402.0,O,S,
1.0,18/07/2025,MI,,C,1.4,400.0,O,S,
1.0,18/07/2025,MI,,C,2.5,400.0,O,S,
1.0,18/07/2025,MI,,C,36.3,400.0,O,S,
1.0,18/07/2025,MI,,C,7.3,400.0,O,S,
1.0,18/07/2025,MI,,C,5.1,400.0,O,S,
1.0,18/07/2025,MI,,C,645.3,400.0,O,S,
1.0,18/07/2025,MI,,C,83.7,400.0,O,S,
1.0,18/07/2025,MI,,C,6.6,400.0,O,S,
1.0,18/07/2025,MI,,C,1792.4,400.0,O,S,
1.0,18/07/2025,MI,,C,15.7,400.0,O,S,
1.0,18/07/2025,MI,,C,76.1,400.0,O,S,
1.0,18/07/2025,MI,,C,17.3,400.0,O,S,
1.0,18/07/2025,MI,,C,54.4,400.0,O,S,
1.0,18/07/2025,MI,,C,1.8,400.0,O,S,
1.0,18/07/2025,MI,,C,22.5,400.0,O,S,
1.0,18/07/2025,MI,,C,7.4,397.15,O,S,
1.0,18/07/2025,MI,,C,0.6,350.0,O,S,
1.0,18/07/2025,MI,,C,1.4,350.0,O,S,
1.0,18/07/2025,MI,,C,364.3,350.0,O,S,
1.0,18/07/2025,MI,,C,121.6,314.17,O,S,
1.0,18/07/2025,MI,,C,0.5,314.17,O,S,
1.0,18/07/2025,MI,,C,39.1,302.0,O,S,
1.0,18/07/2025,MI,,C,1.5,302.0,O,S,
1.0,18/07/2025,MI,,C,9.5,302.0,O,S,
1.0,18/07/2025,MI,,C,2.0,301.0,O,S,
1.0,18/07/2025,MI,,C,28.3,300.3,O,S,
1.0,18/07/2025,MI,,C,0.1,300.3,O,S,
1.0,18/07/2025,MI,,C,0.3,300.3,O,S,
1.0,18/07/2025,MI,,C,0.2,300.03,O,S,
1.0,18/07/2025,MI,,C,3.5,300.03,O,S,
1.0,18/07/2025,MI,,C,0.2,300.03,O,S,
1.0,18/07/2025,MI,,C,3.8,300.03,O,S,
1.0,18/07/2025,MI,,C,10.5,300.03,O,S,
1.0,18/07/2025,MI,,C,31.3,300.03,O,S,
1.0,18/07/2025,MI,,C,14.0,300.03,O,S,
1.0,18/07/2025,MI,,C,2.7,300.03,O,S,
1.0,18/07/2025,MI,,C,2.3,300.03,O,S,
1.0,18/07/2025,MI,,C,1.1,300.03,O,S,
1.0,18/07/2025,MI,,C,7.5,300.03,O,S,
1.0,18/07/2025,MI,,C,0.2,300.0,O,S,
1.0,18/07/2025,MI,,C,1.0,300.0,O,S,
1.0,18/07/2025,MI,,C,0.2,300.0,O,S,
1.0,18/07/2025,MI,,C,0.1,300.0,O,S,
1.0,18/07/2025,MI,,C,0.3,300.0,O,S,
1.0,18/07/2025,MI,,C,0.3,300.0,O,S,
1.0,18/07/2025,MI,,C,47.8,300.0,O,S,
1.0,18/07/2025,MI,,C,7.8,300.0,O,S,
1.0,18/07/2025,MI,,C,184.3,300.0,O,S,
1.0,18/07/2025,MI,,C,192.7,300.0,O,S,
1.0,18/07/2025,MI,,C,2.7,300.0,O,S,
1.0,18/07/2025,MI,,C,27.0,300.0,O,S,
1.0,18/07/2025,MI,,C,1.7,300.0,O,S,
1.0,18/07/2025,MI,,C,1.8,300.0,O,S,
1.0,18/07/2025,MI,,C,0.3,300.0,O,S,
1.0,18/07/2025,MI,,C,1.0,300.0,O,S,
1.0,18/07/2025,MI,,C,1.1,300.0,O,S,
1.0,18/07/2025,MI,,C,19.0,300.0,O,S,
1.0,18/07/2025,MI,,C,7.2,300.0,O,S,
1.0,18/07/2025,MI,,C,2.7,300.0,O,S,
1.0,18/07/2025,MI,,C,0.9,300.0,O,S,
1.0,18/07/2025,MI,,C,0.1,300.0,O,S,
1.0,18/07/2025,MI,,C,0.9,300.0,O,S,
1.0,18/07/2025,MI,,C,4.7,300.0,O,S,
1.0,18/07/2025,MI,,C,51.2,300.0,O,S,
1.0,18/07/2025,MI,,C,117.7,300.0,O,S,
1.0,18/07/2025,MI,,C,799.7,300.0,O,S,
1.0,18/07/2025,MI,,C,36.1,300.0,O,S,
1.0,18/07/2025,MI,,C,3.3,300.0,O,S,
1.0,18/07/2025,MI,,C,7.8,300.0,O,S,
1.0,18/07/2025,MI,,C,65.7,300.0,O,S,
1.0,18/07/2025,MI,,C,13.6,300.0,O,S,
1.0,18/07/2025,MI,,C,4.1,300.0,O,S,
1.0,18/07/2025,MI,,C,15.7,300.0,O,S,
1.0,18/07/2025,MI,,C,91.2,300.0,O,S,
1.0,18/07/2025,MI,,C,1.2,300.0,O,S,
1.0,18/07/2025,MI,,C,2.0,300.0,O,S,
1.0,18/07/2025,MI,,C,3.2,300.0,O,S,
1.0,18/07/2025,MI,,C,0.8,300.0,O,S,
1.0,18/07/2025,MI,,C,0.7,300.0,O,S,
1.0,18/07/2025,MI,,C,281.7,300.0,O,S,
1.0,18/07/2025,MI,,C,90.0,300.0,O,S,
1.0,18/07/2025,MI,,C,71.8,300.0,O,S,
1.0,18/07/2025,MI,,C,0.1,300.0,O,S,
1.0,18/07/2025,MI,,C,9.9,300.0,O,S,
1.0,18/07/2025,MI,,C,143.8,300.0,O,S,
1.0,18/07/2025,MI,,C,0.6,300.0,O,S,
1.0,18/07/2025,MI,,C,2.0,300.0,O,S,
1.0,18/07/2025,MI,,C,0.1,300.0,O,S,
1.0,18/07/2025,MI,,C,117.9,299.0,O,S,
1.0,18/07/2025,MI,,C,0.3,290.0,O,S,
1.0,18/07/2025,MI,,C,1.0,280.0,O,S,
1.0,18/07/2025,MI,,C,3468.8,280.0,O,S,
1.0,18/07/2025,MI,,C,846.4,280.0,O,S,
1.0,18/07/2025,MI,,C,406.2,280.0,O,S,
1.0,18/07/2025,MI,,C,9.7,280.0,O,S,
1.0,18/07/2025,MI,,C,2.0,280.0,O,S,
1.0,18/07/2025,MI,,C,1.4,280.0,O,S,
1.0,18/07/2025,MI,,C,1.9,280.0,O,S,
1.0,18/07/2025,MI,,C,1115.2,280.0,O,S,
1.0,18/07/2025,MI,,C,25.8,280.0,O,S,
1.0,18/07/2025,MI,,C,4.1,280.0,O,S,
1.0,18/07/2025,MI,,C,905.9,275.0,O,S,
1.0,18/07/2025,MI,,C,3.1,274.0,O,S,
1.0,18/07/2025,MI,,C,1.1,261.0,O,S,
1.0,18/07/2025,MI,,C,0.8,260.0,O,S,
1.0,18/07/2025,MI,,C,0.9,260.0,O,S,
1.0,18/07/2025,MI,,C,100.0,258.98,O,S,
1.0,18/07/2025,MI,,C,96.1,258.98,O,S,
1.0,18/07/2025,MI,,C,50.3,258.98,O,S,
1.0,18/07/2025,MI,,C,8.4,255.0,O,S,
1.0,18/07/2025,MI,,C,63.9,254.25,O,S,
1.0,18/07/2025,MI,,C,18.3,254.25,O,S,
1.0,18/07/2025,MI,,C,148.8,254.25,O,S,
1.0,18/07/2025,MI,,C,5.0,254.25,O,S,
1.0,18/07/2025,MI,,C,4.3,254.25,O,S,
1.0,18/07/2025,MI,,C,41.4,254.25,O,S,
1.0,18/07/2025,MI,,C,3.1,254.25,O,S,
1.0,18/07/2025,MI,,C,4.9,254.25,O,S,
1.0,18/07/2025,MI,,C,5.2,254.25,O,S,
1.0,18/07/2025,MI,,C,0.4,254.25,O,S,
1.0,18/07/2025,MI,,C,75.0,253.98,O,S,
1.0,18/07/2025,MI,,C,12.3,251.7,O,S,
1.0,18/07/2025,MI,,C,0.1,251.7,O,S,
1.0,18/07/2025,MI,,C,3.5,251.0,O,S,
